"YEAR","GEOID","NAME","total_occupied_units","no_vehicles","one_vehicle","two_vehicles","three_or_more_vehicles"
2010,"25025130200","Census Tract 1302",1833,108,673,811,241
2010,"25025130300","Census Tract 1303",1797,132,637,785,243
2010,"25025130402","Census Tract 1304.02",2001,213,896,741,151
2010,"25025130404","Census Tract 1304.04",1111,189,428,405,89
2010,"25025130406","Census Tract 1304.06",2133,315,1262,428,128
2010,"25025140102","Census Tract 1401.02",1565,196,625,565,179
2010,"25025140105","Census Tract 1401.05",1266,31,639,442,154
2010,"25025140106","Census Tract 1401.06",845,301,396,140,8
2010,"25025140107","Census Tract 1401.07",988,234,428,178,148
2010,"25025140201","Census Tract 1402.01",920,110,483,287,40
2010,"25025140202","Census Tract 1402.02",1941,254,1004,563,120
2010,"25025140300","Census Tract 1403",2312,653,832,606,221
2010,"25025140400","Census Tract 1404",2725,394,1114,929,288
2010,"25025980300","Census Tract 9803",12,0,12,0,0
2010,"25025980700","Census Tract 9807",,,,,
2010,"25025980900","Census Tract 9809",,,,,
2010,"25025981000","Census Tract 9810",,,,,
2010,"25025981100","Census Tract 9811",6,0,6,0,0
2010,"25025981201","Census Tract 9812.01",,,,,
2010,"25025981202","Census Tract 9812.02",,,,,
2010,"25025981300","Census Tract 9813",,,,,
2010,"25025981501","Census Tract 9815.01",,,,,
2010,"25025981502","Census Tract 9815.02",12,0,0,12,0
2010,"25025981600","Census Tract 9816",,,,,
2010,"25025981700","Census Tract 9817",,,,,
2010,"25025981800","Census Tract 9818",43,0,34,9,0
2010,"25025981900","Census Tract 9819",,,,,
2020,"25025000101","Census Tract 1.01",627,94,211,282,40
2020,"25025000102","Census Tract 1.02",1322,155,652,260,255
2020,"25025000201","Census Tract 2.01",1805,229,775,578,223
2020,"25025000202","Census Tract 2.02",1504,115,723,451,215
2020,"25025000301","Census Tract 3.01",1150,83,428,379,260
2020,"25025000302","Census Tract 3.02",1348,49,680,477,142
2020,"25025000401","Census Tract 4.01",2858,1223,1171,388,76
2020,"25025000402","Census Tract 4.02",1433,211,695,348,179
2020,"25025000502","Census Tract 5.02",1620,759,560,261,40
2020,"25025000503","Census Tract 5.03",1156,552,500,95,9
2020,"25025000505","Census Tract 5.05",1040,364,333,314,29
2020,"25025000506","Census Tract 5.06",1454,745,565,133,11
2020,"25025000601","Census Tract 6.01",1366,237,629,325,175
2020,"25025000603","Census Tract 6.03",783,468,299,16,0
2020,"25025000604","Census Tract 6.04",1129,545,385,142,57
2020,"25025000701","Census Tract 7.01",2163,992,833,315,23
2020,"25025000703","Census Tract 7.03",973,647,223,103,0
2020,"25025000704","Census Tract 7.04",2051,1154,708,172,17
2020,"25025000804","Census Tract 8.04",1230,294,422,396,118
2020,"25025000805","Census Tract 8.05",1358,784,388,152,34
2020,"25025000806","Census Tract 8.06",672,403,224,45,0
2020,"25025000807","Census Tract 8.07",,,,,
2020,"25025010103","Census Tract 101.03",412,316,62,7,27
2020,"25025010104","Census Tract 101.04",1703,945,618,105,35
2020,"25025010204","Census Tract 102.04",1037,574,363,100,0
2020,"25025010205","Census Tract 102.05",2316,1307,908,97,4
2020,"25025010206","Census Tract 102.06",1147,525,580,42,0
2020,"25025010300","Census Tract 103",263,214,32,17,0
2020,"25025010403","Census Tract 104.03",1700,1125,484,91,0
2020,"25025010404","Census Tract 104.04",1200,765,373,62,0
2020,"25025010405","Census Tract 104.05",877,591,263,23,0
2020,"25025010408","Census Tract 104.08",832,508,269,35,20
2020,"25025010500","Census Tract 105",1750,1255,422,66,7
2020,"25025010600","Census Tract 106",2158,1105,838,188,27
2020,"25025010701","Census Tract 107.01",1274,652,511,89,22
2020,"25025010702","Census Tract 107.02",1469,401,903,118,47
2020,"25025010801","Census Tract 108.01",1603,779,580,237,7
2020,"25025010802","Census Tract 108.02",1857,787,852,207,11
2020,"25025020101","Census Tract 201.01",2760,1114,1353,240,53
2020,"25025020200","Census Tract 202",2056,1291,719,35,11
2020,"25025020301","Census Tract 203.01",1245,874,308,51,12
2020,"25025020302","Census Tract 203.02",526,367,142,17,0
2020,"25025020304","Census Tract 203.04",613,293,283,37,0
2020,"25025020305","Census Tract 203.05",1592,821,704,39,28
2020,"25025030100","Census Tract 301",1223,792,345,86,0
2020,"25025030200","Census Tract 302",966,439,405,69,53
2020,"25025030301","Census Tract 303.01",921,340,430,151,0
2020,"25025030302","Census Tract 303.02",887,599,271,17,0
2020,"25025030400","Census Tract 304",2345,1048,967,330,0
2020,"25025030500","Census Tract 305",1349,727,453,163,6
2020,"25025040100","Census Tract 401",1272,221,693,322,36
2020,"25025040200","Census Tract 402",714,184,371,146,13
2020,"25025040300","Census Tract 403",2188,495,1262,401,30
2020,"25025040401","Census Tract 404.01",1330,462,593,244,31
2020,"25025040600","Census Tract 406",1607,109,1016,401,81
2020,"25025040801","Census Tract 408.01",2279,592,1230,454,3
2020,"25025050101","Census Tract 501.01",1850,713,690,291,156
2020,"25025050200","Census Tract 502",1811,803,701,250,57
2020,"25025050300","Census Tract 503",1419,574,719,126,0
2020,"25025050400","Census Tract 504",1051,682,236,115,18
2020,"25025050500","Census Tract 505",1019,247,710,58,4
2020,"25025050600","Census Tract 506",815,345,346,113,11
2020,"25025050700","Census Tract 507",1689,894,633,142,20
2020,"25025050901","Census Tract 509.01",1444,531,611,262,40
2020,"25025051000","Census Tract 510",1892,400,978,437,77
2020,"25025051101","Census Tract 511.01",2677,721,689,1117,150
2020,"25025051200","Census Tract 512",1451,555,659,185,52
2020,"25025060101","Census Tract 601.01",1599,228,724,519,128
2020,"25025060200","Census Tract 602",909,248,379,248,34
2020,"25025060301","Census Tract 603.01",1706,247,927,477,55
2020,"25025060400","Census Tract 604",2355,362,1077,696,220
2020,"25025060501","Census Tract 605.01",1986,312,921,602,151
2020,"25025060601","Census Tract 606.01",1043,339,488,216,0
2020,"25025060602","Census Tract 606.02",227,119,74,34,0
2020,"25025060603","Census Tract 606.03",559,142,359,58,0
2020,"25025060604","Census Tract 606.04",1085,423,525,113,24
2020,"25025060700","Census Tract 607",1074,656,380,38,0
2020,"25025060800","Census Tract 608",1986,438,1208,324,16
2020,"25025061000","Census Tract 610",1424,656,536,209,23
2020,"25025061101","Census Tract 611.01",1159,763,336,60,0
2020,"25025061201","Census Tract 612.01",862,283,467,87,25
2020,"25025061202","Census Tract 612.02",,,,,
2020,"25025061203","Census Tract 612.03",1006,144,605,257,0
2020,"25025061204","Census Tract 612.04",701,283,338,80,0
2020,"25025070102","Census Tract 701.02",1114,484,555,75,0
2020,"25025070103","Census Tract 701.03",209,138,71,0,0
2020,"25025070104","Census Tract 701.04",1146,493,531,96,26
2020,"25025070201","Census Tract 702.01",951,564,340,47,0
2020,"25025070202","Census Tract 702.02",1881,1396,457,28,0
2020,"25025070301","Census Tract 703.01",1445,447,706,292,0
2020,"25025070302","Census Tract 703.02",1168,489,492,187,0
2020,"25025070402","Census Tract 704.02",1552,675,759,118,0
2020,"25025070501","Census Tract 705.01",890,275,428,171,16
2020,"25025070502","Census Tract 705.02",1961,726,973,242,20
2020,"25025070600","Census Tract 706",1150,279,559,240,72
2020,"25025070700","Census Tract 707",1465,422,897,146,0
2020,"25025070801","Census Tract 708.01",531,276,190,14,51
2020,"25025070802","Census Tract 708.02",1540,639,692,129,80
2020,"25025070901","Census Tract 709.01",718,363,285,70,0
2020,"25025070902","Census Tract 709.02",999,411,460,128,0
2020,"25025071101","Census Tract 711.01",2195,734,1082,358,21
2020,"25025071201","Census Tract 712.01",1609,654,755,200,0
2020,"25025080100","Census Tract 801",711,294,300,80,37
2020,"25025080300","Census Tract 803",939,478,334,93,34
2020,"25025080401","Census Tract 804.01",1344,569,655,120,0
2020,"25025080500","Census Tract 805",1526,822,550,117,37
2020,"25025080601","Census Tract 806.01",801,519,222,46,14
2020,"25025080801","Census Tract 808.01",1141,680,449,7,5
2020,"25025080900","Census Tract 809",1504,712,644,90,58
2020,"25025081001","Census Tract 810.01",2422,1541,791,71,19
2020,"25025081101","Census Tract 811.01",628,396,201,31,0
2020,"25025081102","Census Tract 811.02",1245,677,495,47,26
2020,"25025081200","Census Tract 812",1325,605,575,127,18
2020,"25025081301","Census Tract 813.01",1048,404,329,157,158
2020,"25025081302","Census Tract 813.02",1146,527,517,102,0
2020,"25025081400","Census Tract 814",1259,522,549,160,28
2020,"25025081500","Census Tract 815",1014,348,405,217,44
2020,"25025081700","Census Tract 817",2064,938,645,416,65
2020,"25025081800","Census Tract 818",1373,483,721,159,10
2020,"25025081900","Census Tract 819",1529,475,929,110,15
2020,"25025082000","Census Tract 820",1285,415,300,332,238
2020,"25025082100","Census Tract 821",2201,1117,872,129,83
2020,"25025090100","Census Tract 901",2002,810,607,511,74
2020,"25025090200","Census Tract 902",730,297,342,72,19
2020,"25025090300","Census Tract 903",1135,355,662,105,13
2020,"25025090400","Census Tract 904",1388,590,477,202,119
2020,"25025090600","Census Tract 906",852,365,324,117,46
2020,"25025090700","Census Tract 907",1632,530,629,380,93
2020,"25025090901","Census Tract 909.01",1326,549,533,226,18
2020,"25025091001","Census Tract 910.01",1354,368,670,281,35
2020,"25025091100","Census Tract 911",1963,439,889,536,99
2020,"25025091200","Census Tract 912",1241,344,553,241,103
2020,"25025091300","Census Tract 913",843,322,313,120,88
2020,"25025091400","Census Tract 914",1087,347,485,214,41
2020,"25025091500","Census Tract 915",1611,562,624,310,115
2020,"25025091600","Census Tract 916",1034,284,559,124,67
2020,"25025091700","Census Tract 917",979,284,404,228,63
2020,"25025091800","Census Tract 918",1275,318,708,181,68
2020,"25025091900","Census Tract 919",1355,347,561,296,151
2020,"25025092000","Census Tract 920",1774,587,588,414,185
2020,"25025092101","Census Tract 921.01",2755,544,1380,612,219
2020,"25025092200","Census Tract 922",1126,306,462,225,133
2020,"25025092300","Census Tract 923",1067,273,474,225,95
2020,"25025092400","Census Tract 924",2099,645,1131,216,107
2020,"25025100100","Census Tract 1001",2100,896,716,282,206
2020,"25025100200","Census Tract 1002",1068,263,448,212,145
2020,"25025100300","Census Tract 1003",1343,362,474,321,186
2020,"25025100400","Census Tract 1004",1933,472,608,631,222
2020,"25025100500","Census Tract 1005",2560,896,1004,576,84
2020,"25025100601","Census Tract 1006.01",2087,281,921,799,86
2020,"25025100603","Census Tract 1006.03",854,36,393,272,153
2020,"25025100700","Census Tract 1007",1792,189,584,835,184
2020,"25025100800","Census Tract 1008",2854,728,1287,653,186
2020,"25025100900","Census Tract 1009",1669,342,688,407,232
2020,"25025101001","Census Tract 1010.01",2269,580,1032,388,269
2020,"25025101002","Census Tract 1010.02",2328,723,972,543,90
2020,"25025101101","Census Tract 1011.01",1200,251,488,359,102
2020,"25025101102","Census Tract 1011.02",1743,596,756,267,124
2020,"25025110104","Census Tract 1101.04",609,173,274,147,15
2020,"25025110105","Census Tract 1101.05",1172,139,658,244,131
2020,"25025110106","Census Tract 1101.06",827,148,476,191,12
2020,"25025110201","Census Tract 1102.01",905,301,361,108,135
2020,"25025110301","Census Tract 1103.01",1005,45,403,453,104
2020,"25025110401","Census Tract 1104.01",1489,248,805,415,21
2020,"25025110403","Census Tract 1104.03",1927,214,810,697,206
2020,"25025110501","Census Tract 1105.01",1389,135,538,621,95
2020,"25025110502","Census Tract 1105.02",1787,217,874,553,143
2020,"25025110601","Census Tract 1106.01",1427,259,465,576,127
2020,"25025110607","Census Tract 1106.07",1999,113,1000,562,324
2020,"25025120103","Census Tract 1201.03",740,53,349,261,77
2020,"25025120104","Census Tract 1201.04",1073,204,613,232,24
2020,"25025120105","Census Tract 1201.05",981,69,429,402,81
2020,"25025120201","Census Tract 1202.01",2010,484,1022,476,28
2020,"25025120301","Census Tract 1203.01",2061,499,1069,392,101
2020,"25025120400","Census Tract 1204",3000,780,1516,502,202
2020,"25025120500","Census Tract 1205",1145,469,454,191,31
2020,"25025120600","Census Tract 1206",1136,234,512,322,68
2020,"25025120700","Census Tract 1207",968,152,650,126,40
2020,"25025130101","Census Tract 1301.01",2793,132,1411,923,327
2020,"25025130200","Census Tract 1302",1965,100,768,887,210
2020,"25025130300","Census Tract 1303",1725,79,623,852,171
2020,"25025130402","Census Tract 1304.02",2257,232,780,851,394
2020,"25025130404","Census Tract 1304.04",1333,262,554,381,136
2020,"25025130406","Census Tract 1304.06",2368,411,1350,494,113
2020,"25025140102","Census Tract 1401.02",1849,97,679,758,315
2020,"25025140105","Census Tract 1401.05",1318,286,444,357,231
2020,"25025140106","Census Tract 1401.06",1040,239,586,182,33
2020,"25025140107","Census Tract 1401.07",1104,167,419,338,180
2020,"25025140201","Census Tract 1402.01",970,81,439,359,91
2020,"25025140202","Census Tract 1402.02",2161,235,689,846,391
2020,"25025140300","Census Tract 1403",2770,660,998,587,525
2020,"25025140400","Census Tract 1404",3091,620,1282,978,211
2020,"25025980300","Census Tract 9803",,,,,
2020,"25025980700","Census Tract 9807",,,,,
2020,"25025980900","Census Tract 9809",,,,,
2020,"25025981000","Census Tract 9810",,,,,
2020,"25025981100","Census Tract 9811",5,5,0,0,0
2020,"25025981201","Census Tract 9812.01",,,,,
2020,"25025981202","Census Tract 9812.02",,,,,
2020,"25025981300","Census Tract 9813",5,0,5,0,0
2020,"25025981501","Census Tract 9815.01",,,,,
2020,"25025981502","Census Tract 9815.02",,,,,
2020,"25025981600","Census Tract 9816",,,,,
2020,"25025981700","Census Tract 9817",,,,,
2020,"25025981800","Census Tract 9818",15,11,0,4,0
2020,"25025981900","Census Tract 9819",,,,,
